sentiment,lang,hashtags,clean_text
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
-1,en,,pin code sahyadri hosp hadapsar pmc pvaccines covishield min age limit dose capacity dose 
-1,en,,pin code jayabai sutar hospital pmcgvaccines covishield covaxin min age limit dose capacity 
-1,en,,pin code dhole mala manapa shala pmcgvaccines covaxin min age limit dose capacity dose 
-1,en,,pin code district hospital aundhvaccines covaxin min age limit dose capacity dose capa 
-1,en,,pin code murlidhar laigude pmcgvaccines covaxin covishield min age limit dose capacity 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,covid third wave south africa four provinces coronavirus pandemic hit covid deaths gauteng up by 
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,chumakov,rt russiaun chumakov a number of the ldcs received assistance to struggle the pandemic the primary consignments of the covid va
-1,en,covid19,everything in the covid pandemic is about trust innovation is needed in behavioural science on how we as commun 
-1,en,,pin code aundh kuty rugnalaya pmcgvaccines covaxin min age limit dose capacity dose 
1,en,covid19,rt drlimengyan about covid vaccines ndtv jun don t expect very efficient amp safe covid vax in short term vax from go
1,en,chumakov,rt russiaun chumakov a number of the ldcs received assistance to struggle the pandemic the primary consignments of the covid va
1,en,covid19,rt nathanstall people are free to believe that covid is a hoax and to argue that vaccines are a plot but there is no constitu
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
1,en,covid19,rt grandpasnarky transplant recipients hope is on the way thanks for bringing this to our attention karlieincali covid covid
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
-1,en,covishield,rt singhak endo high time to amend the covishield gap before it is too late itni jid bhi achhi nahi hoti
-1,en,covid19,rt bret sears petition to the government of canada to suspend the injection of insufficiently tested covid vaccines in children
-1,en,covid19,rt whothailand everything in the covid pandemic is about trust innovation is needed in behavioural science on how we as communities amp
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
-1,en,,million indians died due covid vaccines but all coverup is being done by terming them a as covid deaths nd 
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
1,en,covid19,rt drlimengyan president biden made a clear amp powerful statement of investigation of covid g communique will change the world s at
-1,en,,uk virus cases surge even as in have received shots since covid vaccines aren t that effective how about go 
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
-1,en,,ivermectin
-1,en,,rt damians ivermectin
-1,en,covid19,canada recommends mixing and matching astrazeneca pfizer and moderna covid vaccines cbc news covid covid
-1,en,,there s nothing like being a douche but beasley oneups himself by announcing he s a douche and will continue to be 
-1,en,risked,colbenjill have we risked our life after being jabbed with the covid vaccine 
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation
-1,en,covid19,mix and match covid vaccines trigger potent immune response covid covid covid
1,en,covid19,rt amitaryamd just countries have received of the world s covid vaccine doses but the entire continent of africa currently e
-1,en,risked,rt bhojrsingh colbenjill have we risked our life after being jabbed with the covid vaccine 
-1,en,,pin code santoshnagar hajrat yunus pmcgvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code chatrapati shahu maharaj pmcgvaccines covaxin min age limit dose capacity dose 
-1,en,,pin code bhangire hospital pmcgvaccines covaxin min age limit dose capacity dose cap 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code murlidhar laigude pmcgvaccines covaxin covishield min age limit dose capacity 
1,en,covid19,rt drericding top question asked right now what to do about j amp j shot covid vaccine amp rise of deltavariant not medical advice lot
1,en,covid19,rt drericding top question asked right now what to do about j amp j shot covid vaccine amp rise of deltavariant not medical advice lot
-1,en,deltavariant,rt drericding but is it just a sinovac issue though unclear in a calgary hospital or the deltavariant infected healthcare wo
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
-1,en,risked,rt bhojrsingh colbenjill have we risked our life after being jabbed with the covid vaccine 
-1,en,risked,my puppies have we risked our life after being jabbed with the covid vaccine 
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,vaccines save lives they are an important tool to help us stop this covid pandemic unite fightcorona 
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
1,en,covid19,rt drericding top question asked right now what to do about j amp j shot covid vaccine amp rise of deltavariant not medical advice lot
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,pin code malti kachi hospital pmcgvaccines covaxin min age limit dose capacity dose 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,covid19,rt drtedros the covid virus is moving faster than the global distribution of vaccines to end the pandemic our shared goal must be to
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
-1,en,covid19,rt kalainh as of june th t amp t has administered doses of a who approved covid vaccine the country has approximately of a
-1,en,,well said sherinegu you ve got your work cut out for you
-1,en,,consequence comes
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,,pin code galande hospital nagar rd pmcgvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code kamala nehru pmcgvaccines covaxin min age limit dose capacity dose capacity 
-1,en,,pin code symbiosis university hospitalvaccines covishield min age limit dose capacity do 
-1,en,,pin code chatrapati shahu maharaj pmcgvaccines covaxin min age limit dose capacity dose 
-1,en,,pin code visionnext foundation pmc pvaccines covishield min age limit dose capacity dose 
-1,en,,pin code kondhwa savitribai phule pmc gvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code sahyadri hospi bibwewad pmc pvaccines covishield min age limit dose capacity d 
-1,en,,pin code bhangire hospital pmcgvaccines covaxin min age limit dose capacity dose cap 
1,en,covid19,rt dprohyd vaccines save lives they are an important tool to help us stop this covid pandemic unite fightcorona indiafightscor
-1,en,,pin code murlidhar laigude pmcgvaccines covaxin covishield min age limit dose capacity 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,poorercountries,dozens of poorercountries forced to suspend immunisation due to lack of vaccines covid pandemic crisis 
0,en,covid19,rt ghs the global failure to share vaccines equitably is fueling a two track covid pandemic that is now taking its toll on some of th
1,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
-1,en,coronavirus,telglobalhealth whoafro jriggers chinese bring coronavirus in africafirst china invested in africa and now s 
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
-1,en,,pin code district hospital aundhvaccines covaxin min age limit dose capacity dose capa 
-1,en,,international politics is wierd yet interesting
-1,en,,pin code bindu madhav thakre hos pmcgvaccines covaxin min age limit dose capacity dose 
1,en,covid19,rt clarkcountynv vax nevada days the state is launching the new initiative as an incentive for nevadans to get covid vaccines and rew
0,en,,rt fionagrayphd canadian vaccine advice for those who received astrazeneca as their first dose naci recommends that either pfizer or mo
1,en,,rt ani as per preliminary inquiry the vaccines were not procured from the authorised sources it is being investigated whether the vacci
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,,rt theangryepi okay so only covid vaccine is bad according to ducey this man was praising mass vax clinics for months please note t
-1,en,,oh that s where i live sweet 
0,en,,rt fionagrayphd canadian vaccine advice for those who received astrazeneca as their first dose naci recommends that either pfizer or mo
1,en,,rt aipac israel is helping save palestinian lives while the palestinian authority has full responsibility for palestinian healthcare in
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
-1,en,taiwan,taiwan wants biontech vaccines to be sent to them directly from germany to avoid china ccp to deteriorate and 
1,en,,rt mvankerkhove science collaboration volunteers patients doctors families communities false starts persistence a huge amt of
1,en,expertskisuno,rt youtubeindia you ve got the questions experts have got the answers vaccines ke baare mein sahi jankaari ke liye sirf expertskisuno
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
1,en,,rt govcanhealth canada s national advisory committee on immunization has updated its recommendations on first and second doses of co
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
0,en,,rt fionagrayphd canadian vaccine advice for those who received astrazeneca as their first dose naci recommends that either pfizer or mo
-1,en,,rt thenationth organisations have applied to get sinopharm s covilo vaccine to inoculate staff as an alternative to the
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,sinovac,two chinese nationals arrested for distributing sinovac covid vaccine from their car to chinese workers in 
-1,en,,pin code kamala nehru pmcgvaccines covaxin min age limit dose capacity dose capacity 
-1,en,,pin code kondhwa savitribai phule pmc gvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code kasarwadi uhcvaccines covaxin min age limit dose capacity dose capacity dat 
1,en,,rt wellcometrust two doses of the pfizer and astrazeneca vaccines are highly effective at preventing hospitalisation if you re infected w
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,,australia is sending vaccines australia is sending personnel for covid outbreak control australia sent ppe aus 
1,en,covid19,rt israelmfa israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,we actually had all the money to correct this but a small group of the dianaatwine ate the money and built apartme 
-1,en,,pin code chatrapati shahu maharaj pmcgvaccines covaxin min age limit dose capacity dose 
0,en,uninterrupted,rt menusha the uninterrupted supply of vaccines from china via chinaembsl must be appreciated as they never fell behind the schedul
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,talkingpoint this week south africa recorded the highest single day spike in covid cases minister of basic educa 
-1,en,,rt hayeknowledge these covid vaccines are not safe the gene based design makes your body manufacture virus spike protein and we ve
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation
1,en,,rt pseudofijian australia is sending vaccines australia is sending personnel for covid outbreak control australia sent ppe australia
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,pin code kasturba speciality hospitalvaccines covishield min age limit dose capacity dose 
-1,en,covid19,americans died from covid on june th we are not out of the woods yet covid covidvaccination
-1,en,,pin code bhangire hospital pmcgvaccines covaxin min age limit dose capacity dose cap 
1,en,,rt nyashadhliwayo mohamed ishmaelmandinye edmnangagwa as an individual one ceases to develop when all blame for one s failure
-1,en,,pin code kasarwadi uhcvaccines covaxin min age limit dose capacity dose capacity dat 
-1,en,,pin code sahyadri super spe deccan pmcpvaccines covishield min age limit dose capacity 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code district hospital aundhvaccines covaxin min age limit dose capacity dose capa 
1,en,astrazeneca,rt alexandravonnah intriguing both astrazeneca and the european commission welcome the court ruling on the supply of astrazeneca cov
1,en,,rt nyashadhliwayo mohamed ishmaelmandinye edmnangagwa as an individual one ceases to develop when all blame for one s failure
-1,en,,rt hayeknowledge these covid vaccines are not safe the gene based design makes your body manufacture virus spike protein and we ve
1,en,covid19,rt paulreiddublin every day that supplies allow for further vaccines we see the benefits we re now down to positive covid inpatie
-1,en,,rt hayeknowledge these covid vaccines are not safe the gene based design makes your body manufacture virus spike protein and we ve
0,en,,rt highwiretalk dirty deeds new mask study s dirty secret rock stars rebel rise in chronic illness covid vaccine injury puts ahmed s
1,en,covid19,rt paulreiddublin every day that supplies allow for further vaccines we see the benefits we re now down to positive covid inpatie
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,,kati laba the president u advise abused and trashed the world recently wq world are u calling upon now
1,en,covid19,rt whoafro africa needs millions more doses here amp now to curb the third wave in the midst of a third wave of covid cases in afri
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,y se apropian de las nuevas israel to transfer more than million covid shots which are due to expire to pal 
0,en,covid19,rt jmlukens zambia covid cases yesterday above day avg up past wks nations w high covid wk avg case day incre
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt pseudofijian australia is sending vaccines australia is sending personnel for covid outbreak control australia sent ppe australia
1,en,,rt surajch delhi preparing for rd covid wave needs more vaccines arvind kejriwal check it out 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,,rt profagard check out the main bits of the chat i had with sarah mcintyre breaking down the science of covid vaccines scixchangeru sc
-1,en,,could mrna vaccines permanently alter dna recent science suggests they might children s health defense 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,longcovid,rt tammyschoch we need worldwide herd immunity longcovid covid vaccines 
-1,en,joebiden,us president joebiden joebiden struck a sunny note friday declaring that the us is heading into a very differe 
-1,en,iso,lead auditor iso cqi irca uk link below register now link 
1,en,covid19,rt trnnhnguyt immoral vaccine rationing keeps poorer countries from getting covid vaccines japangovmust put peoplenotprofits fir
-1,en,covid19,by billion covid vaccines had been administered globally in wealthy countries low income count 
1,en,covid19,rt trnnhnguyt by there have been billion covid vaccines administered globally were in wealthy countries low income co
1,en,covid19,rt chinh by billion covid vaccines had been administered globally in wealthy countries low income countries
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,eritrea,rt fikrejesus my research paper published recently explores eritrea s covid response health africa covid development sdgs
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,it s the delta variant that s what happens when you demonize and shame vaccine brands vaccine rollout slows down 
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
-1,en,,pin code galande hospital nagar rd pmcgvaccines covaxin min age limit dose capacity dos 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,highly contagious coronavirus variants are fuelling a surge in infections in africa the world health organization 
-1,en,,pin code jayabai sutar hospital pmcgvaccines covishield covaxin min age limit dose capacity 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,covid19,by billion covid vaccines had been administered globally in wealthy countries low income count 
1,en,,rt thebemagugu i am so proud of this fabric we developed not only because it kills of all viruses that land on its surface tested
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,pin code aundh kuty rugnalaya pmcgvaccines covaxin min age limit dose capacity dose 
-1,en,,fact check will different covid vaccines help your immune system fight virus variants seruminstindia 
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,oakland raw vinnybonsignore can you give an example or of mrna vaccines that have been used successfully on a s 
1,en,covid19,rt gavinnewsom new for the first time in over a year ca s covid hospitalizations have dipped under a massive feat for a pop
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
0,en,,rt n ramchanderrao covid vaccines reach the remotest places of jammu amp kashmir s gujjars bakarwals community healthcare staff bjp
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
1,en,covid19,rt nathanstall people are free to believe that covid is a hoax and to argue that vaccines are a plot but there is no constitu
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt pseudofijian australia is sending vaccines australia is sending personnel for covid outbreak control australia sent ppe australia
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt crashpatriot they don t care that s why most of us are here to tell people what the news won t 
-1,en,,our poor planning shouldn t cause an emergency to the world this hypocrisy of going to build roads in drc withou 
0,en,,rt highwiretalk dirty deeds new mask study s dirty secret rock stars rebel rise in chronic illness covid vaccine injury puts ahmed s
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,rt dr philippaw maybe uk gov should ask scotgov how they achieved gt covid vaccine uptake among carehome staff in scotland withou
1,en,,rt mvankerkhove science collaboration volunteers patients doctors families communities false starts persistence a huge amt of
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
0,en,,rt highwiretalk dirty deeds new mask study s dirty secret rock stars rebel rise in chronic illness covid vaccine injury puts ahmed s
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,on wednesday this week paraguay registered deaths per million compared with in india in south afr 
1,en,africa,rt eca official africa which holds the majority of the world s ldcs needs additional liquidity to recover from covid the special
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
1,en,,rt afpafrica south africa is deploying army medical personnel to gauteng its commercial hub and most populous province to help health w
1,en,covid19,rt andreasharsono more than medical workers have caught covid in indonesia despite being vaccinated with sinovac and dozens have b
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
1,en,,rt afpafrica south africa is deploying army medical personnel to gauteng its commercial hub and most populous province to help health w
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
1,en,covid19,rt trnnhnguyt by billion covid vaccines had been administered globally in wealthy countries low income countries g
1,en,covid19,rt trnnhnguyt by billion covid vaccines had been administered globally in wealthy countries low income countries g
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt grandpasnarky transplant recipients hope is on the way thanks for bringing this to our attention karlieincali covid covid
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code navale medical collegevaccines covishield min age limit dose capacity 
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
1,en,covid19,rt nycmayor doses of covid vaccine have been administered citywide including first doses second d
-1,en,,serious question is this happening due to international travel
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
0,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
-1,en,covid19,i really hope people pay attention to this the habs coach was diagnosed with covid this happened even after r 
1,en,covid19,rt andreasharsono more than medical workers have caught covid in indonesia despite being vaccinated with sinovac and dozens have b
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
1,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation
1,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
-1,en,,who in their right mind will trust those who bomb and terrorize your homeland
1,en,,rt pseudofijian australia is sending vaccines australia is sending personnel for covid outbreak control australia sent ppe australia
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,virus is having free run now it s africa unless things are managed well india can t avoid the imminent third wav 
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
0,en,,rt fionagrayphd canadian vaccine advice for those who received astrazeneca as their first dose naci recommends that either pfizer or mo
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
-1,en,,pin code kondhwa savitribai phule pmc gvaccines covaxin min age limit dose capacity dos 
-1,en,,rt thenationth organisations have applied to get sinopharm s covilo vaccine to inoculate staff as an alternative to the
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
-1,en,,downingstreet ukparliament houseofcommons ukhouseoflords do something to help please
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt pseudofijian australia is sending vaccines australia is sending personnel for covid outbreak control australia sent ppe australia
1,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code murlidhar laigude pmcgvaccines covaxin covishield min age limit dose capacity 
-1,en,,pin code navale medical collegevaccines covishield min age limit dose capacity 
-1,en,,i ve taken a conscious decision to stay out of the debate about covid in general and vaccines in particular i m 
-1,en,,rt gordbolton kady leonaalleslev lraitt murrayrankin davidlametti ctvnews vassykapelos cbcnews globalnews donmartinctv robertf
-1,en,covid19,rt bret sears petition to the government of canada to suspend the injection of insufficiently tested covid vaccines in children
0,en,,rt teambernie the countries hording vaccines the usa uk france canada israel caused this if less than of the world is vacc
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,how with the data coming out it s showing that we re heading straight to another lockdown situation the vaccine 
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
1,en,covid19,rt whoafro africa needs millions more doses here amp now to curb the third wave in the midst of a third wave of covid cases in afri
1,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
-1,en,,pin code kamala nehru pmcgvaccines covaxin min age limit dose capacity dose capacity 
1,en,,rt afpafrica south africa is deploying army medical personnel to gauteng its commercial hub and most populous province to help health w
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,,new report explains how epstein made his most powerful friends 
-1,en,,please people don t be fooled by that and think that the occupying power that is israel is doing any good for pales 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
1,en,covid19,rt cpmc aust cpmc recognises the significant threat to the health and wellbeing of australians from covid we support vaccines as the d
1,en,covid19,rt cpmc aust cpmc recognises the significant threat to the health and wellbeing of australians from covid we support vaccines as the d
-1,en,deltavariant,rt drericding but is it just a sinovac issue though unclear in a calgary hospital or the deltavariant infected healthcare wo
-1,en,taiwan,the chinese mainland will offer support for taiwan residents who come to the mainland to receive covid 
0,en,,rt das seed myocarditis amp pericarditisprac is continuing its assessment of myocarditis amp pericarditis reported in a small no of peo
